0.02,2.948313E+17,-1.900075E+14
0.3533334,3.009662E+17,-1.88911E+14
0.3711109,3.031702E+17,-1.910733E+14
0.3867548,3.038238E+17,-1.901201E+14
0.4017094,2.991764E+17,-1.916152E+14
0.4184049,3.01733E+17,-1.886942E+14
0.4358851,2.986585E+17,-1.731195E+14
0.4523225,2.96532E+17,-1.73234E+14
0.4691343,3.004577E+17,-1.682164E+14
0.485983,3.039533E+17,-1.819856E+14
0.5022327,2.959459E+17,-1.851292E+14
0.5188954,3.013162E+17,-1.684308E+14
0.5348532,2.951191E+17,-1.766474E+14
0.5517027,3.002678E+17,-1.902941E+14
0.5687677,2.980338E+17,-1.944465E+14
0.5852638,2.993477E+17,-1.858189E+14
0.6019276,2.942385E+17,-1.966571E+14
0.6177953,3.022553E+17,-1.953966E+14
0.6361966,2.934486E+17,-1.972993E+14
0.6523221,3.039178E+17,-1.730704E+14
0.6689115,2.952505E+17,-1.771105E+14
0.684993,3.029145E+17,-1.923826E+14
0.701902,2.961858E+17,-1.83628E+14
0.7191203,3.016745E+17,-1.878203E+14
0.7351241,2.962849E+17,-1.604975E+14
0.7517335,3.025498E+17,-1.847962E+14
0.7687333,2.9796E+17,-1.732423E+14
0.7845846,3.02496E+17,-1.91038E+14
0.8016995,2.950288E+17,-1.767607E+14
0.8180038,3.043988E+17,-1.91766E+14
0.8347251,2.96049E+17,-1.706262E+14
0.8516814,2.999485E+17,-1.779344E+14
0.8683292,2.941015E+17,-1.768295E+14
0.8861414,3.025494E+17,-1.867222E+14
0.9017677,2.883178E+17,-1.91813E+14
0.9186797,3.012378E+17,-1.880089E+14
0.9351743,2.948602E+17,-1.835198E+14
0.9527739,3.043985E+17,-1.704748E+14
0.9686455,2.989305E+17,-1.684424E+14
0.9857067,2.981438E+17,-1.815996E+14
1.003067,2.967474E+17,-1.869488E+14
1.018932,3.029138E+17,-2.117027E+14
1.036633,2.908942E+17,-1.617295E+14
1.052474,3.002678E+17,-1.737965E+14
1.068405,2.950823E+17,-1.697042E+14
1.085532,3.028684E+17,-2.110659E+14
1.102157,2.977384E+17,-1.760509E+14
1.118636,3.039169E+17,-1.910458E+14
1.135761,2.976477E+17,-1.866025E+14
1.157545,3.025485E+17,-1.983164E+14
1.172803,2.960477E+17,-1.755721E+14
1.189142,2.967757E+17,-1.809096E+14
1.207845,2.963651E+17,-1.872535E+14
1.222164,3.009055E+17,-1.664506E+14
1.236356,2.944125E+17,-1.730322E+14
1.252371,3.012374E+17,-1.880062E+14
1.26965,2.950204E+17,-1.807947E+14
1.285248,3.039517E+17,-1.984181E+14
1.303728,2.935154E+17,-1.778547E+14
1.318958,3.025483E+17,-1.911682E+14
1.335907,2.934105E+17,-1.693753E+14
1.351359,2.986247E+17,-2.07635E+14
1.368054,2.881595E+17,-1.781362E+14
1.384845,3.039164E+17,-1.846695E+14
1.401555,2.967454E+17,-1.939517E+14
1.418173,3.002675E+17,-1.868258E+14
1.435354,2.944822E+17,-1.907775E+14
1.451344,3.014092E+17,-1.97783E+14
1.468657,2.960705E+17,-1.792402E+14
1.485256,3.043974E+17,-1.871405E+14
1.501394,2.945495E+17,-1.828562E+14
1.51819,3.014091E+17,-1.81368E+14
1.535567,2.978932E+17,-1.729394E+14
1.552197,2.977918E+17,-1.85916E+14
1.568448,2.935819E+17,-1.763194E+14
1.584616,2.981434E+17,-1.887205E+14
1.602032,2.962828E+17,-1.785595E+14
1.617707,2.994347E+17,-1.972285E+14
1.634832,2.944111E+17,-1.655679E+14
1.651657,3.039157E+17,-1.814963E+14
1.668584,2.936499E+17,-1.698839E+14
1.684715,3.025466E+17,-1.896426E+14
1.701292,2.97013E+17,-1.697215E+14
1.717709,2.970535E+17,-1.745551E+14
1.735079,2.950349E+17,-1.738881E+14
1.752228,2.977913E+17,-1.870528E+14
1.767864,2.963626E+17,-1.791756E+14
1.78461,2.964796E+17,-1.779581E+14
1.801604,2.960705E+17,-1.786433E+14
1.820666,2.98295E+17,-1.86422E+14
1.839171,2.935808E+17,-1.750931E+14
1.853084,3.025923E+17,-1.741147E+14
1.86794,2.962121E+17,-1.881758E+14
1.885408,3.025459E+17,-1.77421E+14
1.902349,2.9562E+17,-1.853823E+14
1.917906,3.028663E+17,-1.681688E+14
1.934992,2.991711E+17,-1.68539E+14
1.951594,2.982946E+17,-1.826241E+14
1.968122,2.962117E+17,-1.828358E+14
1.984409,2.959409E+17,-1.836595E+14
2.001328,2.970476E+17,-1.791559E+14
2.018307,2.994339E+17,-2.089529E+14
2.035161,2.945489E+17,-1.967555E+14
2.051888,3.02775E+17,-1.697837E+14
2.067777,2.962255E+17,-1.967296E+14
2.084758,3.02545E+17,-2.060645E+14
2.102496,2.953818E+17,-2.00114E+14
2.11806,3.039144E+17,-1.8957E+14
2.135513,2.96211E+17,-1.809216E+14
2.152653,3.013509E+17,-1.94891E+14
2.168876,2.980922E+17,-1.791061E+14
2.185326,3.027742E+17,-1.517452E+14
2.201529,2.924736E+17,-1.608525E+14
2.218473,2.994334E+17,-1.833016E+14
2.234671,3.015653E+17,-1.888127E+14
2.251493,3.017252E+17,-1.538764E+14
2.268185,2.941628E+17,-1.887614E+14
2.285049,3.009632E+17,-1.794724E+14
2.301765,2.961775E+17,-1.793279E+14
2.317812,3.013508E+17,-1.898593E+14
2.334218,2.967404E+17,-1.68037E+14
2.351526,3.009632E+17,-1.861558E+14
2.367721,2.979757E+17,-1.662563E+14
2.385854,2.991128E+17,-1.771634E+14
2.402323,2.944239E+17,-1.952658E+14
