0.02,4.215984E+16
0.3533334,4.094393E+16
0.6866667,3.761447E+16
1.02,3.95653E+16
1.353333,3.750868E+16
1.686667,4.324652E+16
2.02,3.756262E+17
2.353333,3.709906E+16
2.686667,2.370303E+16
3.02,2.944045E+16
3.353333,2.270477E+16
3.686667,2.690386E+16
4.02,1.943375E+16
4.353333,1.371153E+16
4.686667,2.007255E+16
5.02,5.795629E+16
5.353333,1.635899E+16
5.686667,2.061864E+16
6.02,1.455633E+16
6.353333,1.500986E+16
6.686667,1.404025E+16
7.02,1.871141E+16
7.353333,1.26664E+16
7.686667,1.061976E+16
8.02,9.980907E+15
8.353333,1.305308E+16
8.686666,1.0135E+16
9.02,6.797602E+15
9.353333,1.026291E+16
9.686666,7.171792E+15
10.02,1.299846E+16
10.35333,1.573655E+17
10.68667,7.930984E+15
11.02,8.121616E+15
11.35333,8.225212E+15
11.68667,4.454859E+16
12.02,9.260593E+15
12.35333,6.621184E+15
12.68667,6.921264E+15
13.02,9.706582E+15
13.35333,8.240659E+15
13.68667,1.032103E+16
14.02,7.94019E+15
14.35333,9.768754E+15
14.68667,1.53771E+16
15.02,5.931474E+15
15.35333,6.429603E+15
15.68667,8.704727E+15
16.02,1.019242E+16
16.35333,1.285529E+16
16.68667,7.732527E+15
17.02,6.736945E+15
17.35333,6.3989E+15
17.68667,5.387953E+15
18.02,5.842328E+15
18.35333,9.721279E+15
18.68667,4.978545E+15
19.02,6.483385E+15
19.35333,4.274705E+15
19.68667,4.317902E+15
20.02,4.99667E+15
